Indicator,PUBLISH STATES,Year,WHO region,World Bank income group,Country,Sex,Display Value,Numeric
Life expectancy at birth (years),Published,2010,Africa,,Madagascar,Both sexes,62.8,62.79004
Life expectancy at birth (years),Published,2010,South-East Asia,,Maldives,Male,76,76.01637
Life expectancy at birth (years),Published,2015,South-East Asia,,Maldives,Female,79.5,79.47192
Life expectancy at birth (years),Published,2015,South-East Asia,,Maldives,Both sexes,78.4,78.40925
Life expectancy at birth (years),Published,2015,Americas,,Mexico,Male,73.1,73.08526
Life expectancy at birth (years),Published,2015,Americas,,Mexico,Female,78.6,78.60807
Life expectancy at birth (years),Published,2015,Americas,,Mexico,Both sexes,75.9,75.86538
Life expectancy at birth (years),Published,2015,Europe,,North Macedonia,Male,71.7,71.66879
Life expectancy at birth (years),Published,2019,Europe,,North Macedonia,Female,76.9,76.86526
Life expectancy at birth (years),Published,2019,Europe,,North Macedonia,Both sexes,74.8,74.8186
Life expectancy at birth (years),Published,2019,Africa,,Mali,Male,62.2,62.19934
Life expectancy at birth (years),Published,2019,Africa,,Mali,Female,63.4,63.40044
Life expectancy at birth (years),Published,2019,Africa,,Mali,Both sexes,62.8,62.79813
Life expectancy at birth (years),Published,2019,Europe,,Malta,Male,79.9,79.93996
Life expectancy at birth (years),Published,2000,Europe,,Malta,Female,80.1,80.10076
Life expectancy at birth (years),Published,2000,Europe,,Malta,Both sexes,77.9,77.8685
Life expectancy at birth (years),Published,2000,South-East Asia,,Myanmar,Male,57.3,57.31408
Life expectancy at birth (years),Published,2000,South-East Asia,,Myanmar,Female,62.7,62.67123
Life expectancy at birth (years),Published,2000,South-East Asia,,Myanmar,Both sexes,60,59.994
Life expectancy at birth (years),Published,2000,Europe,,Montenegro,Male,70.9,70.87914
Life expectancy at birth (years),Published,2010,Europe,,Montenegro,Female,77.1,77.12196
Life expectancy at birth (years),Published,2010,Europe,,Montenegro,Both sexes,74.7,74.68839
Life expectancy at birth (years),Published,2010,Western Pacific,,Mongolia,Male,61.1,61.09134
Life expectancy at birth (years),Published,2010,Western Pacific,,Mongolia,Female,69.5,69.46863
Life expectancy at birth (years),Published,2010,Western Pacific,,Mongolia,Both sexes,65.1,65.0518
Life expectancy at birth (years),Published,2010,Africa,,Mozambique,Male,50.7,50.66393
Life expectancy at birth (years),Published,2015,Africa,,Mozambique,Female,59.4,59.44558
Life expectancy at birth (years),Published,2015,Africa,,Mozambique,Both sexes,55.9,55.94504
Life expectancy at birth (years),Published,2015,Africa,,Mauritania,Male,67.2,67.19347
Life expectancy at birth (years),Published,2015,Africa,,Mauritania,Female,67.7,67.69135
Life expectancy at birth (years),Published,2015,Africa,,Mauritania,Both sexes,67.4,67.40752
Life expectancy at birth (years),Published,2019,Africa,,Mauritius,Male,71,70.95081
Life expectancy at birth (years),Published,2019,Africa,,Mauritius,Female,77.3,77.31542
Life expectancy at birth (years),Published,2019,Africa,,Mauritius,Both sexes,74.1,74.07175
Life expectancy at birth (years),Published,2019,Africa,,Malawi,Male,62.3,62.30587
Life expectancy at birth (years),Published,2019,Africa,,Malawi,Female,68.9,68.92786
Life expectancy at birth (years),Published,2019,Africa,,Malawi,Both sexes,65.6,65.62458
Life expectancy at birth (years),Published,2000,Western Pacific,,Malaysia,Female,75.3,75.30944
Life expectancy at birth (years),Published,2000,Western Pacific,,Malaysia,Both sexes,72.8,72.79781
Life expectancy at birth (years),Published,2000,Africa,,Namibia,Male,51,51.00847
Life expectancy at birth (years),Published,2000,Africa,,Namibia,Female,55.5,55.49687
Life expectancy at birth (years),Published,2000,Africa,,Namibia,Both sexes,53.3,53.31758
Life expectancy at birth (years),Published,2000,Africa,,Niger,Male,49.7,49.73235
Life expectancy at birth (years),Published,2010,Africa,,Niger,Male,57.8,57.77248
Life expectancy at birth (years),Published,2010,Africa,,Niger,Female,60.2,60.1945
Life expectancy at birth (years),Published,2010,Africa,,Niger,Both sexes,59,58.95322
Life expectancy at birth (years),Published,2010,Africa,,Nigeria,Male,57.8,57.75315
Life expectancy at birth (years),Published,2010,Africa,,Nigeria,Female,60.8,60.78948
Life expectancy at birth (years),Published,2010,Africa,,Nigeria,Both sexes,59.2,59.23747
Life expectancy at birth (years),Published,2015,Americas,,Nicaragua,Male,71.8,71.83131
Life expectancy at birth (years),Published,2015,Americas,,Nicaragua,Female,77.3,77.31888
Life expectancy at birth (years),Published,2015,Americas,,Nicaragua,Both sexes,74.6,74.61766
Life expectancy at birth (years),Published,2015,Europe,,Netherlands,Male,79.7,79.66799
Life expectancy at birth (years),Published,2015,Europe,,Netherlands,Female,82.8,82.81586
Life expectancy at birth (years),Published,2015,Europe,,Netherlands,Both sexes,81.3,81.28043
Life expectancy at birth (years),Published,2019,Europe,,Norway,Male,81.1,81.07995
Life expectancy at birth (years),Published,2019,Europe,,Norway,Female,84.1,84.12942
Life expectancy at birth (years),Published,2019,Europe,,Norway,Both sexes,82.6,82.61812
Life expectancy at birth (years),Published,2019,South-East Asia,,Nepal,Male,68.9,68.87744
Life expectancy at birth (years),Published,2019,South-East Asia,,Nepal,Female,72.7,72.74822
Life expectancy at birth (years),Published,2000,Western Pacific,,New Zealand,Male,76,75.9971
Life expectancy at birth (years),Published,2000,Western Pacific,,New Zealand,Female,81.1,81.05739
Life expectancy at birth (years),Published,2000,Western Pacific,,New Zealand,Both sexes,78.6,78.57108
Life expectancy at birth (years),Published,2000,Eastern Mediterranean,,Oman,Male,67.3,67.26381
Life expectancy at birth (years),Published,2000,Eastern Mediterranean,,Oman,Female,71.5,71.52737
Life expectancy at birth (years),Published,2000,Eastern Mediterranean,,Oman,Both sexes,69.1,69.07159
Life expectancy at birth (years),Published,2010,Eastern Mediterranean,,Pakistan,Male,61.5,61.52513
Life expectancy at birth (years),Published,2010,Eastern Mediterranean,,Pakistan,Female,63.9,63.8964
Life expectancy at birth (years),Published,2010,Eastern Mediterranean,,Pakistan,Both sexes,62.6,62.64254
Life expectancy at birth (years),Published,2010,Americas,,Panama,Male,74.6,74.6337
Life expectancy at birth (years),Published,2010,Americas,,Panama,Female,80.6,80.64902
Life expectancy at birth (years),Published,2010,Americas,,Panama,Both sexes,77.5,77.53473
Life expectancy at birth (years),Published,2015,Americas,,Panama,Both sexes,78.7,78.71516
Life expectancy at birth (years),Published,2015,Americas,,Peru,Male,77.6,77.55082
Life expectancy at birth (years),Published,2015,Americas,,Peru,Female,80.6,80.55713
Life expectancy at birth (years),Published,2015,Americas,,Peru,Both sexes,79.1,79.07546
Life expectancy at birth (years),Published,2015,Western Pacific,,Philippines,Male,67.1,67.12744
Life expectancy at birth (years),Published,2015,Western Pacific,,Philippines,Female,73.7,73.66255
Life expectancy at birth (years),Published,2019,Western Pacific,,Philippines,Both sexes,70.4,70.42632
Life expectancy at birth (years),Published,2019,Western Pacific,,Papua New Guinea,Male,63.4,63.40222
Life expectancy at birth (years),Published,2019,Western Pacific,,Papua New Guinea,Female,67.4,67.36317
Life expectancy at birth (years),Published,2019,Western Pacific,,Papua New Guinea,Both sexes,65.3,65.30473
Life expectancy at birth (years),Published,2019,Europe,,Poland,Male,74.5,74.52794
Life expectancy at birth (years),Published,2019,Europe,,Poland,Female,81.9,81.928
Life expectancy at birth (years),Published,2000,South-East Asia,,Democratic People's Republic of Korea,Male,60.8,60.79063
Life expectancy at birth (years),Published,2000,South-East Asia,,Democratic People's Republic of Korea,Female,66.8,66.83568
Life expectancy at birth (years),Published,2000,South-East Asia,,Democratic People's Republic of Korea,Both sexes,64,63.95288
Life expectancy at birth (years),Published,2000,Europe,,Portugal,Male,73.1,73.06886
Life expectancy at birth (years),Published,2000,Europe,,Portugal,Female,80.1,80.07466
Life expectancy at birth (years),Published,2000,Europe,,Portugal,Both sexes,76.6,76.58447
Life expectancy at birth (years),Published,2010,Europe,,Portugal,Both sexes,79.7,79.73194
Life expectancy at birth (years),Published,2010,Americas,,Paraguay,Male,72.5,72.4676
Life expectancy at birth (years),Published,2010,Americas,,Paraguay,Female,77.7,77.72924
Life expectancy at birth (years),Published,2010,Americas,,Paraguay,Both sexes,75,74.98831
Life expectancy at birth (years),Published,2010,Eastern Mediterranean,,Qatar,Male,75,74.96882
Life expectancy at birth (years),Published,2000,Eastern Mediterranean,,Qatar,Female,71.7,71.73755
Life expectancy at birth (years),Published,2010,Eastern Mediterranean,,Qatar,Both sexes,74.1,74.07913
Life expectancy at birth (years),Published,2010,Europe,,Romania,Male,70.1,70.06802
Life expectancy at birth (years),Published,2010,Europe,,Romania,Female,77.4,77.43354
Life expectancy at birth (years),Published,2010,Europe,,Romania,Both sexes,73.7,73.70329
Life expectancy at birth (years),Published,2010,Europe,,Russian Federation,Male,62.9,62.94279
Life expectancy at birth (years),Published,2010,Europe,,Russian Federation,Female,74.7,74.71544
Life expectancy at birth (years),Published,2015,Europe,,Russian Federation,Both sexes,71.3,71.29893
Life expectancy at birth (years),Published,2015,Africa,,Rwanda,Male,65.5,65.47186
Life expectancy at birth (years),Published,2015,Africa,,Rwanda,Female,69.8,69.82083
Life expectancy at birth (years),Published,2015,Africa,,Rwanda,Both sexes,67.7,67.68883
Life expectancy at birth (years),Published,2015,Eastern Mediterranean,,Saudi Arabia,Male,71.7,71.73454
Life expectancy at birth (years),Published,2015,Eastern Mediterranean,,Saudi Arabia,Female,75.2,75.24725
Life expectancy at birth (years),Published,2019,Eastern Mediterranean,,Saudi Arabia,Female,76.1,76.14821
Life expectancy at birth (years),Published,2019,Eastern Mediterranean,,Saudi Arabia,Both sexes,74.3,74.31111
Life expectancy at birth (years),Published,2019,Eastern Mediterranean,,Sudan,Male,67.6,67.55361
Life expectancy at birth (years),Published,2019,Eastern Mediterranean,,Sudan,Female,70.8,70.7551
Life expectancy at birth (years),Published,2019,Eastern Mediterranean,,Sudan,Both sexes,69.1,69.14727
Life expectancy at birth (years),Published,2019,Africa,,Senegal,Male,66.8,66.82092
Life expectancy at birth (years),Published,2000,Africa,,Senegal,Both sexes,58.6,58.59945
Life expectancy at birth (years),Published,2000,Western Pacific,,Singapore,Male,76.2,76.20437
Life expectancy at birth (years),Published,2000,Western Pacific,,Singapore,Female,80.7,80.7067
Life expectancy at birth (years),Published,2000,Western Pacific,,Singapore,Both sexes,78.4,78.43803
Life expectancy at birth (years),Published,2000,Western Pacific,,Solomon Islands,Male,60.1,60.11681
Life expectancy at birth (years),Published,2000,Western Pacific,,Solomon Islands,Female,65.2,65.24473
Life expectancy at birth (years),Published,2010,Western Pacific,,Solomon Islands,Both sexes,63.7,63.69107
Life expectancy at birth (years),Published,2010,Africa,,Sierra Leone,Male,53.7,53.65493
Life expectancy at birth (years),Published,2010,Africa,,Sierra Leone,Female,55.8,55.77563
Life expectancy at birth (years),Published,2010,Africa,,Sierra Leone,Both sexes,54.7,54.74398
Life expectancy at birth (years),Published,2010,Americas,,El Salvador,Male,70.6,70.61619
Life expectancy at birth (years),Published,2015,Americas,,El Salvador,Female,78,78.02328
Life expectancy at birth (years),Published,2015,Americas,,El Salvador,Both sexes,73.2,73.24693
Life expectancy at birth (years),Published,2015,Eastern Mediterranean,,Somalia,Male,52.2,52.16772
Life expectancy at birth (years),Published,2015,Eastern Mediterranean,,Somalia,Female,57.3,57.30913
Life expectancy at birth (years),Published,2015,Eastern Mediterranean,,Somalia,Both sexes,54.6,54.56641
Life expectancy at birth (years),Published,2015,Europe,,Serbia,Male,72.7,72.69195
Life expectancy at birth (years),Published,2019,Europe,,Serbia,Female,78.3,78.27786
Life expectancy at birth (years),Published,2019,Europe,,Serbia,Both sexes,75.9,75.87003
Life expectancy at birth (years),Published,2019,Africa,,South Sudan,Male,60.8,60.82513
Life expectancy at birth (years),Published,2019,Africa,,South Sudan,Female,64.8,64.84216
Life expectancy at birth (years),Published,2019,Africa,,South Sudan,Both sexes,62.8,62.79444
Life expectancy at birth (years),Published,2019,Africa,,Sao Tome and Principe,Male,68.8,68.78915
Life expectancy at birth (years),Published,2000,Africa,,Sao Tome and Principe,Female,64.3,64.30998
Life expectancy at birth (years),Published,2000,Africa,,Sao Tome and Principe,Both sexes,63.5,63.45224
Life expectancy at birth (years),Published,2000,Americas,,Suriname,Male,67.1,67.13255
Life expectancy at birth (years),Published,2000,Americas,,Suriname,Female,73,72.98386
Life expectancy at birth (years),Published,2000,Americas,,Suriname,Both sexes,69.9,69.94162
Life expectancy at birth (years),Published,2000,Europe,,Slovakia,Male,69.2,69.15716
Life expectancy at birth (years),Published,2010,Europe,,Slovakia,Female,79.1,79.12138
Life expectancy at birth (years),Published,2010,Europe,,Slovakia,Both sexes,75.5,75.46777
Life expectancy at birth (years),Published,2010,Europe,,Slovenia,Male,76.2,76.24943
Life expectancy at birth (years),Published,2010,Europe,,Slovenia,Female,82.7,82.73488
Life expectancy at birth (years),Published,2010,Europe,,Slovenia,Both sexes,79.6,79.5501
Life expectancy at birth (years),Published,2010,Europe,,Sweden,Male,79.4,79.40697
Life expectancy at birth (years),Published,2015,Europe,,Sweden,Female,83.5,83.49753
Life expectancy at birth (years),Published,2015,Europe,,Sweden,Both sexes,81.7,81.74503
Life expectancy at birth (years),Published,2015,Africa,,Eswatini,Male,50.3,50.25138
Life expectancy at birth (years),Published,2015,Africa,,Eswatini,Female,58.7,58.70752
Life expectancy at birth (years),Published,2015,Africa,,Eswatini,Both sexes,54,54.04612
Life expectancy at birth (years),Published,2015,Africa,,Seychelles,Male,70,69.953
Life expectancy at birth (years),Published,2019,Africa,,Seychelles,Male,70,69.97926
Life expectancy at birth (years),Published,2019,Africa,,Seychelles,Female,77.1,77.14537
Life expectancy at birth (years),Published,2019,Africa,,Seychelles,Both sexes,73.3,73.34014
Life expectancy at birth (years),Published,2019,Eastern Mediterranean,,Syrian Arab Republic,Male,71.2,71.18203
Life expectancy at birth (years),Published,2019,Eastern Mediterranean,,Syrian Arab Republic,Female,74.3,74.25684
Life expectancy at birth (years),Published,2019,Eastern Mediterranean,,Syrian Arab Republic,Both sexes,72.7,72.67168
Life expectancy at birth (years),Published,2000,Africa,,Chad,Female,53,52.98417
Life expectancy at birth (years),Published,2000,Africa,,Chad,Both sexes,51.1,51.07935
Life expectancy at birth (years),Published,2000,Africa,,Togo,Male,53.9,53.9011
Life expectancy at birth (years),Published,2000,Africa,,Togo,Female,58.1,58.13036
Life expectancy at birth (years),Published,2000,Africa,,Togo,Both sexes,55.9,55.94736
Life expectancy at birth (years),Published,2000,South-East Asia,,Thailand,Male,67.5,67.51733
Life expectancy at birth (years),Published,2010,South-East Asia,,Thailand,Female,79.3,79.29691
Life expectancy at birth (years),Published,2010,South-East Asia,,Thailand,Both sexes,76.3,76.25385
Life expectancy at birth (years),Published,2010,Europe,,Tajikistan,Male,66,66.03922
